TEXT	TIME
今天为什么涨停买盘这么多？为什么	11-19
别拉银行了	11-19
沪指后市走势已是明牌	11-19
不知道买入什么股可以买入中原证券和兰洲银行盘子小业绩好股价低	11-19
又是拉银行	11-19
又是在拉银行，大家还是跑吧！下午还会继续跌，让它们自己玩！	11-19
缺德牛坑人牛还没跌完	11-19
天天看量化交易	11-19
保留有三分之一仓位，若上涨不至于全踏空，不跌损失有限，还有钱加仓，心态平和	11-19
能不能别再下来了，天天被人砸，把恶意做空的全抓了	11-19
今天是反转日，暴涨，牛市新起点，所有斑块联袂上涨，加仓，上融资	11-19
玩吧，又快没人跟你们玩了	11-19
牛在哪里呢？	11-19
每天早上先买逆回购，管住手	11-19
今天必是大阳线，涨涨涨！	11-19
反弹是假的，没跌到位是真的	11-19
关于昨天前前拿GDP来对比说A股4000点太高的说法，分享一段网友的客观观点	11-19
把握节奏，做个反弹	11-19
继续永恒的3000点	11-19
十点跳水表演，熟悉的味道！	11-19
熟悉的配方，高开低走，急涨慢跌出货行情	11-19
希望板块和大盘今天好起来，因为明天我要开工了	11-19
只有游资小票可以玩，机构票通通杀跌。	11-19
这个市场没什么好研究的，就是高了卖，低了进。	11-19
无量的小反抽，不改下跌趋势	11-19
感觉要低开低走	11-19
还没跌到位呢，散户冲就是接盘	11-19
金融大宗师:居民储蓄金额太大了，我们得想一招把他们转移到有用的地方，十一前放水让	11-18
事实证明，大盘股拉不动大盘	11-18
今天套死一大批	11-18
40w实盘挑战一年到两百万（第41天）总资产：116w当日参考盈亏：-4.5w目	11-18
牛牛牛牛牛牛牛	11-18
拉高骗人上车，就大跌，跟周五一样	11-18
那些喊牛市唱多的，全部上	11-18
来吧韭菜们又开始砸盘了，捡便宜筹码吧，每天都能捡到更便宜的	11-18
杠脆点！	11-18
小涨大跌	11-18
两点半火箭发射。哈哈哈哈哈	11-18
牛，哈哈，真牛	11-18
重复周五的走势，尾盘加速	11-18
什么情况	11-18
第一波C浪要跌到3250左右可进抢反弹做。	11-18
谁去银行中字头接机构的货?他们可以把底裤都卖给你	11-18
取消T+1	11-18
年底了各种妖魔鬼怪又该现原型了不要高位去接垃圾故事股了忍住留好弹药。	11-18
支撑位是多少，大盘还能止跌吗？	11-18
谁叫你跳这么多的，赶快涨回来一些	11-18
慢牛直接变快熊	11-18
我也想做空啊	11-18
周末十四条大家都看好破净股，上午散户游资合力入货破净板块，机构在疯狂出货SB机构	11-18
下一步3080	11-18
这个市场到底怎么了？	11-18
搞出来了	11-18
又套一批追高的	11-18
一个小时跌五十点，要干什么？	11-18
上周清仓，周末的时候还想着下周一要是低开的话就接回来。今天早上这一高开，那就不参	11-18
下午有向上变盘动作吗？走势已经很明显了。	11-18
为什么总是这样？	11-18
机构举报柚子，柚子不玩了，机构开始砸盘	11-18
吃相太难看	11-18
算了，不玩了，让管涨不管跌的那帮人自己去玩吧，他们能给大家一个慢牛，时间是一万年	11-18
慢牛，慢牛	11-18
卖了。我卖掉了我所有的一切。我拥有的每一支股票都不见了。我完全退出了市场，我	11-18
快跑，不然就被埋了	11-18
银行股来个反手杀就更精彩了。	11-18
又开始上演午后跳水的戏码了，到底是谁每天在砸呢	11-18
烂透了，一到下午就砸盘	11-18
疯牛慢牛牛	11-18
科技大暴跌	11-18
果然跟我画的差不多	11-18
又跳水	11-18
放量下跌，明天还得跌	11-18
上午假拉指数，下午显原形了。	11-18
天天跳水，日	11-18
今天没有银行，最起码跌100点	11-18
补仓低吸进去又亏了2.5%，牛逼吧，我是跌11%进去的！	11-18
好熟悉的感觉又来了	11-18
唯有疯牛才会来回冲撞	11-18
一周都不会有行情了	11-18
快跑吧，留的青山在，不怕没柴烧	11-18
必须做空	11-18
现在不存在吸筹的，就是单边出货	11-18
慢牛来了都别慌	11-18
放量下跌吧！	11-18
又快跳水了	11-18
3000点再抄底不迟	11-18
不按套路出牌	11-18
原来炒破净股就是买银行，保险，房地产，上午股民买，下午机构砸	11-18
今天最后一跌了，上子弹	11-18
还是那句话，看好市场，一股不卖，喷子使劲喷，不看好的赶紧割，等涨起来再回来	11-18
做空赚钱也太简单了吧	11-18
牛跑深山里了还叫牛吗？牛在哪，牛在心中	11-18
为什么？	11-18
神奇的两点半！！	11-18
好不容易股市行情有点起色，又	11-18
不用解读，今天就是最好的回答	11-18
上面不想让我们赚到钱，所以频繁下场干预，都散了吧	11-18
星期一也不涨了？怎么办	11-18
低开低走，平开低走，低开冲高在低走，反正就是做空	11-18
又开始今年过年前的节奏了……	11-18
怎么也得到12月中旬才开始每年炒几倍股的时候把	11-18
上周杀跌，其实是主力洗盘，吸筹的套路，周四跌破十日线破位，根据技术面，周五绝对会	11-17
预测明天爆涨280点，证券等全部涨停板。	11-17
周一大概率是跌	11-17
画饼给谁吃，机构怕散户跑了出不了货而已	11-17
希望退回到3200左右然后慢慢上涨	11-17
明天跟着狗队一起扶老奶奶下楼梯	11-17
散户可怜了，大A的养成杀就是牛逼，牛市好不好，还有4天才变盘，下周4，还要亏4天	11-17
突然砸盘！原因是什么！A股牛市结束？	11-17
牛市突破4000才是牛市开始，现在只是反弹	11-17
谁是下一个超级市场	11-17
所谓的利好消息快速扩散，主力机构达到想要的结果，所以周一开盘后就是跑路机会	11-17
日均线已破，观察周均线支撑	11-17
明天如果跌破3320，这次行情就彻底报废了	11-17
超级牛市的正常调整市场每次下跌都是买入的机会	11-17
近期的调整也是比较关键的时间节点，大家要打起十二分精神。现在是十一月份，每年11	11-17
我觉得会跌破3150	11-17
贴个之前的文章	11-17
明天深圳股会大涨	11-17
上涨行情的盘整，跌下去是上，下跌行情的盘整，跌下去是下，，跌下去就是机会！	11-17
深圳海能达	11-17
市场在周末的各种消息中涨停，周一到周五回调，你做好准备了没有？	11-17
本人预测，周一大盘走反包行情。	11-17
快速上涨必然有快速下跌，没有光吃不拉的庄，何况这是在！	11-17
A股全线大跌！但是这个信号不对劲，明天要大涨？	11-17
11.15早评|美元再创新高！A股又悬了？	11-17
一则利好！证监会发布，下周，对A股有什么影响？	11-17
其实上证指数早就3万点了，因为起始是100点	11-17
趋势正向发展，日线出现波段起点信号，可果断开展一段尝试。不过，资金状况与基本面情	11-17
为什么让散户赚钱那么难？这个周末，股市终于可以不用再跌了。最近市场连续的下跌，搞	11-17
都说周一铁定跌，我说下周天天跌！	11-17
东方集团都开启审计了，重整投资应该选出了	11-17
明周一打板方向；改革区域《长江三角》湖北上海深圳北京历次牛市必炒《航空异动》格局	11-17
疯牛变慢牛，下决心了，相信政府相信党，明天会更好。	11-17
周末官方出手，该怎么看下周A股？	11-17
亲爱的散户，别炒股了，最新研究表明股票总是下跌，严重影响股民的身心健康，影响股民	11-17
成天，兑现有几个。	11-17
回调一点就觉得牛市结束了，活该亏钱	11-17
就在今天，市场传出五大消息，其中一条相当劲爆，或将影响下周股市走势，一起看看！1	11-17
九月就已经收在3336了现在过去了两个月还在3300谈何牛市	11-17
上证指数60分钟分时图趋势	11-17
看来指数大概率回补缺口了	11-17
李南是上海广东路的一位“00后”股民，因声称炒股4年赚了5000万而受到广泛关注	11-17
周一一首凉凉送给大家	11-17
重磅！3大消息炸翻今晚，A股下周走势悬念重重，关乎3亿股民持仓！	11-17
还几把看明年，现在都不行，明年就更难！	11-17
又一只股启动，逻辑强硬，知行合一！	11-17
反弹1-2天继续跌？牛没丢，但调整时间还很长~调整时间还很长	11-17
我进来了	11-17
周复盘：下周反弹？怎么操作？	11-17
牛牛牛	11-17
明天开盘就得跑路，回补缺口的必然的，甚至重回3000点也是可能的。	11-17
上证反抽已结束！	11-17
下面缺口那么大，会不会补缺口	11-17
有缺必补记住	11-17
11月15日总评 | 只要有仓位的，本周都逃不掉下跌	11-17
明天大盘怎么走？	11-17
大千生态：9连板背后的暴涨逻辑是啥？	11-17
近期造“天天利好的”媒体或官方里心别有用心，心怀叵之徒十分活作恶。搅乱市场，造成	11-17
今日，A股很反常？所有人做好准备，下周，有机会迎来逆袭了！	11-17
当下跌趋势时，任何事件都改变不了的！	11-17
华为专利固态电池硅基负极材料虽好，但是澎涨问题难解决、密度不够，最解方案添加鹿山	11-17
红了芭蕉绿了牛	11-17
那有牛市天天减持的，把我们当笨蛋	11-17
3333出来的话，就是生生世世收拾收拾三生三世说啥是啥生死时速。	11-17
下周大盘指数预测及下周主线（14条市值管理）	11-17
明天如果小盘还是震荡，权重股涨。年前3000保卫战继续	11-17
3000点保卫战11月底就要开始了。A股继续十年保卫战。	11-17
只要有融资融券就永远涨不上去	11-17
你说的对！宁德时代当初也就是从9.64元的时候几年内涨至近400元。$荣科科技(	11-17
机构，就是买ST，不接你们盘	11-17
道理很简单，下跌趋势已经形成，现在就是主力机构想把游资弄到大票里，然后割游资，所	11-17
坚决不买机构股，只买ST和小票	11-17
坚决不买机构股	11-17
3000点可控大家稳住	11-17
骗散户者！！！	11-17
投资股票最终长期赚钱的方法	11-17
开启两轮下跌，二月份从头再来	11-15
国家队要进场了，不跌几十个点怎么行	11-15
这个标题好直明年见朋友们	11-15
国家队呢？护盘资金呢？长线资金呢？耐心资金呢？大胆资金呢？	11-15
这就是要的慢牛，慢牛的本质就是要机构赚钱，让散户尸骨无存！！	11-15
远离中字头，他们会把指数砸到2600点然后倒逼你们去接盘中字头	11-15
双十一嘛割一下大家不要那么小小气	11-15
这行情还牛个屁啊	11-15
牛到底在哪里~~~	11-15
这还能玩吗？	11-15
牛市？嘎嘎嘎！	11-15
还得下一个平台，3270	11-15
明天大盘大概率会是低开高走，大家千万别早上低开就割肉，如果明天不放量20%以上，	11-15
股市调整后还会沿着20日线慢慢上涨！但爷叔推荐的股票必须得先打下来！爷叔的出现不	11-15
季月周转折向上之日线下降K线继续顶部分形向下的操作策略.	11-15
应该牛市结束了，大家都回撤资金到银证账户了，也没去其他投资，落袋为安。牛市结束就	11-15
就等周末消息。估计要全仓跑了，不挣也不亏	11-15
年底了，再怎么唱多都没用，那一年年底这个时候不是一步比一步低。每个平台的短视频都	11-15
今天中午在家里，煮了一碗面，一边吃面一边哭，眼泪滴落在碗里，，没有开灯！对这个市	11-15
慢牛来咯，慢牛来咯	11-15
关于今天A股的行情，我再说两句，避免散户朋友被带偏：上午A股收缩量下跌，让人感觉	11-15
大家两天回撤多少？	11-15
成功化债！	11-15
相信大A慢牛走势，赶紧布局宽基中证A50	11-15
广深铁路（601333），长期热点，经济强省，GDP排头兵！运力年年世界之巅！严重白菜价，破净！无退市风险！国家队险资长期持有！	11-15
该歇歇了	11-15
它们很生气，给你们牛市你们天天胡搞，跌死你们	11-15
这是在洗盘大家不要慌	11-15
有道理	11-15
要回3200的节奏	11-15
重点这天天流出，谁在卖，我相信散户反而不会这样卖	11-15
昨天破位符合预期	11-15
这是准备把A股卖给大家了吗？	11-15
是不是可以抄底了？	11-15
本轮回调的终点是3010。	11-15
抵制机构票，从我做起	11-15
期待吧，梦里什么都有。	11-15
这周真惨，跌了200点	11-15
正常的熊市而已毕竟3500是历史大顶	11-15
要知道A股就这尿性	11-15
散户们！醒醒吧！	11-15
各位金融消费者，今天你们消费了吗	11-15
慌什么，牛还在	11-15
散了吧、快散了吧！	11-15
2024.11.15早评--盯着3356.26空多切换“怪圈效应”-操作重点盯着	11-15
耐心等待耐心等待耐心等待下周一破3300点，破3300点可以进场买入20%的仓位	11-15
从此退出股市消户	11-15
估计你回不来了	11-15
政策一直好，资金一直跑	11-15
机构游资你们到底在等什么？难道又要继续下一轮熊市吗？又要3000点2800点防守	11-15
A股全面下跌！还会跌多久？大龙一句话告诉你！	11-15
已老实，求放过。又要3000保卫战了？	11-15
按照这个速度，要不了多久又是3000点保卫战	11-15
大家都来买美股ETF吧这里没救了	11-15
牛市真牛	11-15
还牛市呢？熊市的反弹而已	11-15
清仓了，下周消户，做一个有血腥的人。	11-15
大资金和机构疯狂打压！为什么？	11-15
只有跟着游资才能喝一点，跟机构毛都没有一根，所以有些人没有进账不爽了，最好大家把	11-15
中粮资本；中信证券的大股东们的减持怎么没有人说？也是游资在减持吗？	11-15
清仓走人啦！中国不适合炒股！肺腑之言	11-15
该撤了，股民该撤了	11-15
这个可以，这个是真正的慢牛，简直牛到家了，所有的杀碟都是从上海电气开始的，到今天	11-15
今日走势与昨日预判完全一致，日线节点的威力还是大的，昨日说过不要幻想，不知道有多	11-15
又发生了啥不知道的事情？	11-15
唉！一声叹息	11-15
尾盘什么鬼	11-15
3250点不见不散	11-15
周末了，可以出利好了。	11-15
两天就把一个月辛辛苦苦的跌掉了！那些拍拍屁股就可以决定牛熊的人真有水平！	11-15
机构天天流出几百亿，没老百姓和游子，早就3100了	11-15
自从10月后开始，就不是牛市什么是牛市，15年那是牛市，所有股票普涨，包括大盘股	11-15
化债成功了吗？	11-15
不是慢牛吗？怎么变快熊了？	11-15
牛市压根儿就没来	11-15
接下来10个交易日，谨慎，上证回踩月线五日均线，请做好准备吧！	11-15
干一年又回到原点	11-15
慢牛呢？	11-15
机构做空投诉游资做多做多犯法	11-15
慢熊来了！	11-15
绝不进机构基金持股的票。随便你们谁进去谁不是人	11-15
牛市结束了，明年再来	11-15
跌破20日线能有个反弹。	11-15
去的赔了一万多跟我说牛市	11-15
抛压严重	11-15
机构就不是东西没底线的	11-15
必须2000亿	11-15
还有30点才会反弹	11-15
午盘加速探底，上证指数已经接近支撑位，明日低开震荡反弹。	11-15
来吧家人们，我是新韭菜，有福同享有难同当，每天记录，亏完就不更新了	11-15
心理不舒服，看看黑芝麻就舒服了当天地天我认定至少最差3个跌停，估计4个跌停会蹦跶	11-15
传言真是无稽之谈，市场情绪会很快修复	11-15
坚决打不赢生育攻坚战	11-15
讲一个笑话，大佬说牛来了，然后自己走了游资来，游资说牛真的来了，然后游资走了散户	11-15
狗队减持导致的	11-15
买A股不如去香港买彩票，投资赢钱概率远远大于A股	11-15
张家港行是中国农行的第一股。底部横盘已经七年。令人发指的低估小盘高股息高成长的银	11-15
远离贩卖焦虑的资讯，拥抱正能量	11-15
不要疯牛，要慢牛意思就是拿钱来吧，，，。。。。	11-15
2.砸到33302.半砸到3310然后反弹回3330收盘3326	11-15
都是机构再做空	11-15
大家顶上去。	11-15
双顶吗	11-15
瑶瑶领先，老牛慢嗨！	11-15
下跌中继形态，管住手和脚，别被老乡别走误导了	11-15
下跌行情中这种急拉也就只有新韭敢接了，明摆着就是拉高出货	11-15
这是老家房后的两个大水池，旁边那个小房子是口井。有没有道友懂这行的，总感觉风水有	11-15
十个跌停无人问，三个涨停关黑屋，	11-15
国家统计局：10月份规模以上工业增加值增长5.3%经济脉搏经济观察网讯据国	11-15
连续七个交易日涨停，为了维护投资者利益停牌复查，股友们请看看这逻辑	11-15
今明年股市大科技板块是主线牛市行情	11-15
这样的市场，外资会来？无疑	11-15
小股民都撤退了	11-15
今天全清了，如果是真牛市，不差这一天，后面再上车也来得及。否则我可不会耐心陪你到	11-15
做股票还要看大盘的嘛	11-15
放心买。大盘暂时很安全。主因时大蓝筹都没怎么涨。	11-15
还没出现恐慌，等恐慌盘出现后，机会就不远了，必须洗掉不坚定的人，股市才会走好！	11-15
3000点了吗	11-15
这个市场就是看谁跑的快吧．没有一点价值。	11-15
还抄底不，很快3000保卫战	11-15
长安算大蓝筹吧？唉天天被空单大爆。	11-15
现在的票涨一天，然后能调整几天，服了	11-15
显原形了	11-15
还有谁认为是牛市吗？	11-15
回补3100？	11-15
美股昨日下跌，怎么说成跳水？太夸张了吧？	11-15
综合指标有向下开口的风险，清仓了先	11-15
做多做空都是它们一家。	11-15
2024.11.15午评--最强龙头与等待权重龙头激活；上证指数周五上午暂时“如	11-15
今天不能拉个中阳，后期市场就很难上来了	11-15
盘中连板池：日出东方10天9板，大千生态9连板截至目前连板池：日出东方（光伏）1	11-15
今天若是能站住十一月七日这个低点反弹，个股的两极分化会进一步加剧，调仓换股就非常	11-15
做空的，投诉做多的？他们还受理了？只允许做空！	11-15
实盘10万当前560万，挑战2年翻200倍【第100天】	11-15
11月15日午盘简评一：大盘完全被券商绑架，量能方面下午应该会补量了。盘面情绪今	11-15
涨一点就喊，内资天天跑，也不见有人出来喊	11-15
看看时间，2021年！擦，我还是太想大A了，玩玩大A！老套路加了量化！	11-15
下午应该拉起来，大A慢牛才起步	11-15
大A，除了炒作ST重整股，你能炒什么，炒整股要么被收割（它们可做空，还有爆雷	11-15
三大股指携手下挫，周五的A股市场会怎么走？	11-15
美股暴跌200点	11-15
你要的慢牛来了	11-15
今天上证指数跌破bbi了，废了	11-15
国家队还不来拉大盘吗	11-15
跌几年没人说熊来了，大家不要进来，稍微涨几天，一大堆说牛来了，大家使劲干，细思极	11-15
炒股做交易，必须别其他快人一步，知道高低点才可以！百战不殆！	11-15
牛跳崖	11-15
或许要到除夕前一两天来捡带雪的筹码！一拉高就一堆股东要减持，没人拉了！	11-15
都在涨，就特么作死的砸	11-15
今年的3674.4就是今年的最高点。接下来就是盘跌走势了远离清仓走人了该休息了保	11-15
呵呵了	11-15
看空到3100点左右。有仓位的友友们可能不愿听到。这么久没大的阴跌，这次可能补上	11-15
3161,不知道对不对	11-15
牛市消失了嘛？	11-15
早盘量能看跟昨天相近，下午若不放到收盘是缩量十字星，都是机构继续拉低吸筹码所为，	11-15
开始了开始了跳水咯，大跌。	11-15
接个毛线，	11-14
大熊市呀	11-14
大A你需要打两针吗	11-14
股市投资，冷暖自知，低调行事，自己把握节奏，才是王道。	11-14
等下一波目前半仓	11-14
利好政策一旦跟不上，这尿性就出来了	11-14
不传谣，不信谣，还没进的管住手，目前缩量下跌，明天不来根大阳反包建议了结出局，等	11-14
这种方法没法玩了	11-14
这就是慢牛。懂了吧，慢牛是什么就是牛生病了走不动了，哐当一下载跟头，你们见过哪个	11-14
其实今天按照黑周四的逻辑来说，今天跌是最好的。如果今天强行护盘，将会迎来下周一周	11-14
上海大叔预测是14600点，我看是要跌到1460点。	11-14
东风股份了，芯片+赛力斯大股东+中汽协轮值会长，引领新能源汽车走向辉煌，东风股份	11-14
没意义了	11-14
11.14日尾盘没有一点抵抗，会下探3273吗？	11-14
明天就见～三二七了～	11-14
气势已无	11-14
神奇的3000点，永远的3000点	11-14
你知道赌徒为什么最终会输吗？因为他从不下桌，输了加仓，赢了更要融资杠杆加仓，这1	11-14
跑吧，别傻了	11-14
每年的年底都要打几次3000点保卫战，这个3000点已经成了魔怔了	11-14
大盘30分中枢，来到箱体下沿！风险小，机会大！	11-14
跟游资有肉吃，跟机构天天请你吃面。	11-14
行情结束了，多看少动，半个月后股指在3000点附近了。	11-14
一点上跌信号都没有，何时止跌？先止盈看跌，等企稳回升信再考虑建仓	11-14
今天又化13000亿的债啊。	11-14
1000点等接	11-14
这个月还是涨了的，淡定	11-14
明确的告诉大家，这就是我们要的慢牛	11-14
11.14，星期四	11-14
只要不和之前一样天天跌就可以了，来来回回这样的大盘更容易赚钱	11-14
游资套人至少还可能解套，的机构下套一辈子别想解套	11-14
9:15分的成交是为谁而准备的，是给小散机会？还是为机构出货理由？	11-14
撒子都知道的道理只要是上涨钱就往里跑！只要是下跌钱都跑出去了！想把股市搞上台面就	11-14
按今天大盘的走势明天预计大部分个股还会下探一下，大部分个股基本会到超买点，其实今	11-14
这是看到一个群里面的大佬天天给别人分享点位，然后特别精准。别人天天问他点位，而且	11-14
不去去买虚拟比	11-14
伤害一大片，又是被割	11-14
割肉走人	11-14
机会来了	11-14
目前不少个股还存在新的布局机会，某些百亿龙头企业也是近期看多目标，耐心等待，不鸣	11-14
良心啊，又倒车接人了，慢牛就是良心牛，按照最近规律明天又轮到天板普涨潮了。	11-14
3400能顶住吗？感觉有难度，顶不住就又要去3360找支撑咯！	11-14
高位横盘多日进行调整，无量回踩貌似合理	11-14
奉劝大家远离A股	11-14
还有人幻想牛市吗	11-14
中国的股市从15年以后就是投机者的股市，看成长看业绩都是扯淡，中国股市看的是消息	11-14
瘟牛也结束了	11-14
11.13午评，高标全部躺下，亏钱效应进一步加大	11-14
撒吧！	11-14
退到13.5以内就好了。	11-14
券商己经第5浪顶背离赶紧走吧	11-14
今天的A股再度缩量跳水下跌，超4800家绿油油，A股还会有新一轮的跳水行情吗？	11-14
没有任何投资价值，一堆牛	11-14
退到13.50以内就好了。	11-14
森证扯了！出来走两步！	11-14
慢牛慢牛，慢慢牛就死了，所以必须止盈	11-14
又被美元收割！股债商汇金可能都不乐观了	11-14
疯熊来了，20天跌3000点	11-14
机构可以去shi了，等下波牛市吧	11-14
有涨有跌	11-14
疯牛、快牛、死牛	11-14
随便砸，已空仓，加速下跌我来捡筹码卖出卖出卖出下跌看空看空看空	11-14
下跌刚刚开始	11-14
慢牛好哇！蜗牛也是牛！对吧？	11-14
大盘又大跳水，这次可能是趋势要改变了。	11-14
随便砸，已空仓，加速下跌我来捡筹码	11-14
开启新的熊	11-14
收割韭菜信号	11-14
应该的	11-14
明天再缩量搞不好真的回到3100去	11-14
明天市场决定牛熊	11-14
本月亏15个点天天倒车接人反正我不信我现在只想早点清仓永不玩A股	11-14
盘后利好，国家又出大招了	11-14
今天的亏损数字很有意思光棍，三八，74	11-14
涨多了回调几个点很正常，回调才是买入良机	11-14
走势好可笑！	11-14
先看3250	11-14
太惨了，拉上来点	11-14
恐怖如斯连续三天18点下跌	11-14
大概率快速跌破3400	11-14
牛没了	11-14
外围冲击不改慢牛步行	11-14
明天暴跌，回补三个缺口，留一个	11-14
玩呢？	11-14
老套路了，尾盘来一波加速下跌	11-14
完了，牛死了	11-14
2点30前必破3400，明天才会有肉吃，加油干！	11-14
主力每天都流出那么多？有那么多货卖吗？	11-14
如果明天来个暴跌，基本上又是所有的散户买单了	11-14
割肉离场信号	11-14
明天必涨抄底抄底	11-14
3400必破，开始下跌周期，清仓走人！	11-14
牛市还在吗？	11-14
跳水\	11-14
收盘前跌破3400点	11-14
熊市来了，空间板到五板结束，所有反核标的第二天全部埋人，没有一点牛市的感觉，甚至	11-14
慢牛来咯，坐稳扶好	11-14
这不是慢牛，这是熊路漫漫	11-14
收盘就发利好！	11-14
最少回补三个缺口，只留一个	11-14
国庆后上车的散户真够惨的！	11-14
天天流出千亿，这样的市场怎么来牛市	11-14
盘后各种利好都带不动？？	11-14
起码到3340点	11-14
3400点就是顶的牛市	11-14
传音控股分红了却大跌，这是什么强盗逻辑？	11-14
明天跌破3900	11-14
破3400就完了！破3400，下一步就是3000	11-14
回踩，入场！	11-14
明天有到3千点吧？	11-14
看样子今天不打算救了，	11-14
黑色星期四------------------重启了----	11-14
是不是下跌趋势确立了?	11-14
最低点收盘	11-14
3400能保住吗	11-14
清仓了.明天必销户!不可能让散户赚钱的，不要幻想了........	11-14
黑色星期四~~~~出货先	11-14
退守3150吧	11-14
缩量啊，完了	11-14
绝对撑不住3400了！迟跑不如早跑！	11-14
恐慌盘还没有出来，明天还有更低，	11-14
A股规律，K线一阴一阳运行，今日收阴明日就收阳。何时打破趋势行情就来了。	11-14
迷茫了来看看，11.13日大圣收评	11-14
这市场	11-14
这到底是一个什么样的市场？3400就开始喊要慢牛不要疯牛，牛在哪？只允许在3千点	11-14
揭掉遮丑布吧……	11-14
3400岌岌可危	11-14
10万亿化债等于10万亿流出？	11-14
怎么会跌?牛市才会大跌大涨	11-14
St股拉不动	11-14
破破破！3400，一定破！	11-14
全清仓了！	11-14
寡妇，没指望	11-14
最近涨得太猛了，要不得！要慢慢涨！	11-14
市场多与空：一，多方。1，目前市场点位，大竹林应该不算完成任务，所以，存在潜在的	11-14
破3400多好呀	11-14
破3400，然后哀嚎一遍，我就喜欢看那些喊着慢牛的怎么护市，	11-14
快跑快跑，主力都跑了，还留在3400干嘛，3000点以下在进来不香吗？	11-14
慢牛来了，风险得到释放	11-14
9.24行情应该还会持续的。	11-14
呼叫国队，慢牛向上曲线需要守3400	11-14
中国的股市是让散户投资者都能赚到钱的市场，还是专门用来收割散户投资者的市场，大家	11-14
趋势很明显，直奔20日线。	11-14
房地产利好	11-14
大资金动不动就跑上千亿，现在增量资金除了a500和融资盘，增量资金不够机构一天跑	11-14
3390等你，别挣扎了	11-14
大下午的逗我笑，我不是故意讲单口的…	11-14
有难难买牛回头！！！！	11-14
今天这样跌法，各位大佬能理解吗？	11-14
草甘膦马上起来	11-14
拉一拉又砸下来，，，	11-14
道指每次下跌都是买入的机会.sz每次追涨都是陷阱.实在无奈数年如此.没有说错吧	11-14
今天有高人分析，这个票开盘就能买，可能是妖股，今天任何位子都能买，大家一起买，咸	11-14
复盘有五个目的1.主流资金在哪个热点题材里、我们可以通过龙虎榜上、这通过发现一线	11-14
今天忍痛出逃的人，是否又要拍断大腿了！！！！	11-14
有双顶走向，行情不容乐顶。	11-14
拭目以待，聚星科技第三个30厘米，达到47/48就跑一半，3天翻倍的目标圆满完成	11-14
周二大盘调整被吓到了不知道自己是不是被洗出去了希望是被洗出去转出一小部分钱急用普	11-14
美元指数创年内新高，这可不是什么好兆头，别被所谓的缩量阳线骗进去了	11-14
明天继续关注新龙头股新概念摩尔线程，和而泰，东华软件，等。总计选出11只与摩尔线	11-14
夜深了，十一月十三日周三生猛出击晚间收评！	11-14
祝各位今天发大财，赚大钱！	11-14
大C浪下跌开始	11-14
江淮华为尊界要成神！	11-14
2024到2026年/6月，其间5300点附近	11-14
关注未来上升空间3800点	11-14
今天周四即将开盘，昨天收盘后有两个利好消息！	11-14
集体反核？今天多支个股有望实现20CM大肉？？？	11-14
刚睡醒一觉，刚好两点，准备来看看。高抛一点，，小心一点，不要买，高抛抛，等大盘下	11-14
大盘跌破2800点，大底就不远了，若有急跌、放量，就梭哈进场！	11-14
这丝每天开盘都是绿头苍蝇，打压士气	11-14
大盘这里明天上冲一下还是会回调，主要关注明天回调还能不能新低，决定大盘的节奏，大	11-14
半导体、科技、军工远离消费医药！	11-14
网上搜来的，谨慎参考	11-14
用契税政策调节房地产，房地产软着陆的情况正在好。对大盘调整的系统风险也在减小。昨	11-14
飞龙寻道18：又来一个小高潮	11-14
果然有惊喜！证券市场突然传来大消息，赶紧给大家总结了五大重磅消息！	11-14
2650---2700点，就是大A本轮调整的底部区域！	11-14
史诗级利好来了，大盘要涨停了	11-14
今年行情没有上升空间	11-14
要坏…	11-14
学人炒股，从事交易，囚在其中，困级一生。（困字像不像人被绑在十字上）	11-14
不大涨大跌，散户基本没戏	11-14
请珍惜每一次缩量洗盘！	11-14
今晚爆赚1.3万！再创历史记录！注意一件事！	11-14
趋势你最看好谁？最近市场喜欢什么风格？喜欢趋势容量标。而趋势容量标又分为两大阵容	11-14
慢牛也不能成为呀	11-14
化债成功	11-14
请注意！今天11月14号周四早上，刚刚不久A股市场最新消息！突发4个利好和一个利空。	11-14
昨天莫名其妙被砸爆，应该是解套的老股民和机构干的，没意思，给大家一句忠告，想赚钱	11-14
收评|发生什么了？A股全面翻红！	11-14
多年前刚踏入股市，遇到好多荐股的，我不太懂就跟风买了。结果我竟然在牛市亏钱。	11-14
国务院关于《中国（浙江）自由贸易试验区大宗商品资源配置枢纽建设方案》的批复中国政	11-14
11月13 缩量反弹，持续性如何？	11-14
A股：三大指数全线收红，市场发生了什么？明天周五还有大动作	11-14
主流看空三大理由，谈谈我的理解。	11-14
刚刚！军工，半导体，恒科解读已出，今日要涨了？	11-14
房产降税没用，我们单位发买房优惠券，没一个人买房，现在不是缺房，是要必善性住房，	11-14
大盘非常稳健，不要慌！机构先走，散户殿后！散户越抗着你浮亏越多，我说的不信走着瞧	11-14
今天的A股走出震荡行情，市场分化，这是一个很正常的走势，就是看似正常，其实暗流涌	11-14
股民朋友记住了，一天开盘四个小时，其中只需要集中精神，专注盯好四个重要黄金时间点就够了。	11-14
早安老大！甲鱼能做吗？	11-14
抓紧去精神病医院检查一下，别耽误了！	11-14
周四盘前思路:今天浩欧博复牌估计还有一个负反馈影响情绪，连板接力老一批的开板新一	11-14
