	article_id	TEXT	author	link	emotion
5094	291521	补跌又补上了，叫你不要涨不听[滴汗][滴汗][滴汗]	a煎饼侠	http://guba.eastmoney.com/news,zssh000001,1234347558.html	-1
5095	291563	十一放假盼望着开市，现在盼望着早点收盘！！！！！！！！！！！！！	炒股日期2020年	http://guba.eastmoney.com/news,zssh000001,1234364188.html	0
5096	291621	回到2000点是正常！	鼓舞的凌曲	http://guba.eastmoney.com/news,zssh000001,1234361963.html	-1
5097	291679	个人认为每次茅台暴跌是牛市的开端。	兴奋之大丁丁	http://guba.eastmoney.com/news,zssh000001,1234340910.html	0
5098	291733	马上2800了，在掉就要倒沫子啦[捂脸]	跌停王	http://guba.eastmoney.com/news,zssh000001,1234339348.html	-1
5099	291828	还有人喊着加仓，说明没跌到底。	股友y3ryW4	http://guba.eastmoney.com/news,zssh000001,1234334601.html	-1
5100	291896	十月反转来咯[偷笑]	taotaobrave	http://guba.eastmoney.com/news,zssh000001,1234332163.html	1
5101	291939	今天开始，只买不卖！	投资需要哲学思想	http://guba.eastmoney.com/news,zssh000001,1234329012.html	1
5102	292021	不用紧张，大盘大概率还会上3000点[偷笑]	通宝大道	http://guba.eastmoney.com/news,zssh000001,1234306714.html	1
5103	292060	新能源，光伏储能，煤炭，茅台，房产高位泡沫你说破不破	最靓的仔	http://guba.eastmoney.com/news,zssh000001,1234325926.html	0
5104	292148	破2863到2727	讲究得戈东	http://guba.eastmoney.com/news,zssh000001,1234319454.html	-1
5105	292195	高价股绑定指数	随势随缘	http://guba.eastmoney.com/news,zssh000001,1234314084.html	-1
5106	292285	下周所有的股都不太好买、比较贵的内种。。。。。	你还挺带劲	http://guba.eastmoney.com/news,zssh000001,1234369533.html	0
5107	292305	韭菜们，为了繁荣昌盛！冲啊！满仓干	山水还是那山水	http://guba.eastmoney.com/news,zssh000001,1234368538.html	1
5108	292313	国产替代风口还在，兼之国内半导体市场空间广大，因此即使全球半导体的市场环境并不是	基民25z3q50505	http://guba.eastmoney.com/news,zssh000001,1234368172.html	1
5109	292373	经历过四月份的2963，还怕你现在的下跌？	股友puwRsd	http://guba.eastmoney.com/news,zssh000001,1234292722.html	0
5110	292449	总杀跌，现在盘子流动量都没了，哈哈，自己玩自己	日进满斗的孙悟空	http://guba.eastmoney.com/news,zssh000001,1234290316.html	-1
5111	292520	庄家也不容易，割韭菜以自肥	股友2568xC2368	http://guba.eastmoney.com/news,zssh000001,1234296368.html	0
5112	292597	预计继续下探2400-2700左右企稳	笑看风云沉默是金	http://guba.eastmoney.com/news,zssh000001,1234293518.html	-1
5113	292607	是不是该反弹一下了[坏笑]	宏泉168	http://guba.eastmoney.com/news,zssh000001,1234286790.html	1
5114	292637	二次探底吗	股友20635g27A1	http://guba.eastmoney.com/news,zssh000001,1234283359.html	-1
5115	292655	真是忙碌的一天。大跌大买，上涨持仓不动。低买高卖简单的道理，都懂，但能做到的不多	七十三只蚂蚁	https://caifuhao.eastmoney.com/news/20221012100558675727870?from=guba&name=5LiK6K%2bB5oyH5pWw5ZCn&gubaurl=aHR0cDovL2d1YmEuZWFzdG1vbmV5LmNvbS9saXN0LHpzc2gwMDAwMDEsZl8zNjkwLmh0bWw%3d	1
5116	292716	不破2800别抄底！管住手！[大笑][大笑][大笑]	野韭菜也有春天啊	http://guba.eastmoney.com/news,zssh000001,1234274663.html	-1
5117	292788	中奖摇号新股吃套，中奖摇号转债吃套，股市才会转势起一波500点行情我可信。	股友3720Y112u6	http://guba.eastmoney.com/news,zssh000001,1234299646.html	0
5118	292866	2800基本破了	直播带软中	http://guba.eastmoney.com/news,zssh000001,1234297378.html	-1
5119	292882	2850是底！	BRETT	http://guba.eastmoney.com/news,zssh000001,1234297098.html	0
5120	292907	nnd直接跌停吧	快乐的韭黄	http://guba.eastmoney.com/news,zssh000001,1234267300.html	0
5121	292983	服了中国股市，真的无语了，无助	股友NQrZzE	http://guba.eastmoney.com/news,zssh000001,1234263903.html	-1
5122	293071	大家不要慌，主力在调仓。还会涨回来的。	点石来财的李淳罡	http://guba.eastmoney.com/news,zssh000001,1234256751.html	1
5123	293137	大a能熊起吗？	生意斗金地雨农	http://guba.eastmoney.com/news,zssh000001,1234244231.html	-1
5124	293191	五年内站上3700	稳中求胜2022	http://guba.eastmoney.com/news,zssh000001,1234237059.html	1
5125	293260	只有股民才能救房地产	股友f05Syi	http://guba.eastmoney.com/news,zssh000001,1234213993.html	0
5126	293355	准备工作。	一顾倾欢颜	https://caifuhao.eastmoney.com/news/20221011231129491856960?from=guba&name=5LiK6K%2bB5oyH5pWw5ZCn&gubaurl=aHR0cDovL2d1YmEuZWFzdG1vbmV5LmNvbS9saXN0LHpzc2gwMDAwMDEsZl8zNzAwLmh0bWw%3d	0
5127	293358	大A股连续跌多少天了，从3400下来	风雨fengyue9519	http://guba.eastmoney.com/news,zssh000001,1234175560.html	-1
5128	293409	收个大阳线直接是早晨之星	金州股份	http://guba.eastmoney.com/news,zssh000001,1234204199.html	1
5129	293481	A股本次目标2650！	放飞我的梦想a	http://guba.eastmoney.com/news,zssh000001,1234148524.html	0
5130	293642	第三季度收益还不错！期待第四季更好！！加油！！	江南醉	http://guba.eastmoney.com/news,zssh000001,1234115232.html	1
5131	293683	#A股估值已被低估#其实，低估或高估不重要！重要的是，市场信心！	乐山看世	http://guba.eastmoney.com/news,zssh000001,1234109391.html	0
5132	293735	明天一根阳线，确定底部！[拜神][拜神][拜神]	选你就对26206306	http://guba.eastmoney.com/news,zssh000001,1234104170.html	1
5133	293784	上午就说今天会红，果然没让人失望[得意]	股友3L2AwV	http://guba.eastmoney.com/news,zssh000001,1234096477.html	1
5134	293823	电动车看比亚迪，自动驾驶要看北汽蓝谷600733，新车云集华为百度加持10倍还是	秋天深蓝	http://guba.eastmoney.com/news,zssh000001,1234083690.html	0
5135	293859	明天应该还是横盘，周四见，哈哈	快快乐乐得珊妮	http://guba.eastmoney.com/news,zssh000001,1234079650.html	0
5136	293926	兄弟们，2019年3200点，2022年2900点，何其荣幸能见证这种奇观啊	止盈你太美丶	http://guba.eastmoney.com/news,zssh000001,1234074192.html	-1
5137	293988	大哥哥大姐姐们亏损14％了，要不要割肉呀？	美女一定不喜欢你	http://guba.eastmoney.com/news,zssh000001,1234068982.html	-1
5138	294008	场内资金自己嗨吧，骗不了老韭菜了，只能骗骗新韭菜上车	梭哈天王天天赚肿	http://guba.eastmoney.com/news,zssh000001,1234066916.html	0
5139	294051	假意涨点点，明天继续割韮菜	基民小白技	http://guba.eastmoney.com/news,zssh000001,1234061626.html	0
5140	294235	#A股估值已被低估#低估，怎么可能，这两年发行的新股太多了，现在4000多只股票	飞黄大展de王重阳	http://guba.eastmoney.com/news,zssh000001,1234052592.html	-1
5141	294325	今天十字星，明天发现原来是下跌中继	花花离开了我	http://guba.eastmoney.com/news,zssh000001,1234041829.html	-1
5142	294359	国内.国际实际情况出发.现在还不是炒股好时间	k线路上	http://guba.eastmoney.com/news,zssh000001,1234038067.html	-1
5143	294371	震惊，A股发生了什么？1分钟爆拉80个点，这是暴力牛市的起点吗、	盈利2个点就抛	http://guba.eastmoney.com/news,zssh000001,1234036922.html	1
5144	294391	看这个量，上举困难。	周不通7868	http://guba.eastmoney.com/news,zssh000001,1234035642.html	-1
5145	294456	指数今天打了2950附近，今天收盘不破2960低点基本上就确定了，持股待涨吧，不	老鹰说热点l	http://guba.eastmoney.com/news,zssh000001,1234020533.html	1
5146	294489	看盘看的直想睡觉，索然无味，股市有催眠的作用！	cxb0108	http://guba.eastmoney.com/news,zssh000001,1234017898.html	0
5147	294611	机会是跌出来的买买买买买	复利稳健增长	http://guba.eastmoney.com/news,zssh000001,1234015310.html	0
5148	294650	炒股炒期货对家人有没有负罪感？散户就是最可爱的人，养活了好多金融中介啊！	股友61273WR069	http://guba.eastmoney.com/news,zssh000001,1234010934.html	0
5149	294712	下午砸盘表演开始	股友hovf9I	http://guba.eastmoney.com/news,zssh000001,1234007830.html	-1
5150	294799	下午继续拉	GDZL	http://guba.eastmoney.com/news,zssh000001,1234002178.html	1
5151	294875	别诱多了，2500等你	cccccccooooooo	http://guba.eastmoney.com/news,zssh000001,1233991496.html	-1
5152	294955	今天和4.27日比怎样？今天能否反包昨天大阴？即今天收盘点站上3000—3015点。	尖板眼2	https://caifuhao.eastmoney.com/news/20221011121916756113700?from=guba&name=5LiK6K%2bB5oyH5pWw5ZCn&gubaurl=aHR0cDovL2d1YmEuZWFzdG1vbmV5LmNvbS9saXN0LHpzc2gwMDAwMDEsZl8zNzIyLmh0bWw%3d	1
5153	295028	内资拿着基民的钱高卖低买，搞的现在基民股民全部亏，为什么一定要做空大A呢？做多不	杭州菜鸟1	http://guba.eastmoney.com/news,zssh000001,1234222330.html	-1
5154	295042	今天大盘不破2950，就满仓干起，绝不认怂！	晋全赢天下	http://guba.eastmoney.com/news,zssh000001,1234221593.html	1
5155	295091	#A股估值已被低估#长期看好？长期是多久？总说估值合理，也没耽误天天跌，价值股小	财源成金de珮青	http://guba.eastmoney.com/news,zssh000001,1233982606.html	0
5156	295168	快进快出，下跌趋势抢反弹	财源多谋de韦小宝	http://guba.eastmoney.com/news,zssh000001,1233976950.html	1
5157	295239	搞突袭？[大笑][大笑][大笑]	n326413441365000	http://guba.eastmoney.com/news,zssh000001,1233999966.html	0
5158	295259	照此下去没人会看好A股市场行情	留得青山谋未来	http://guba.eastmoney.com/news,zssh000001,1233998663.html	-1
5159	295290	上午的反弹只是昙花一些，看看外围都在暴跌，补跌是早晚的事情	股友l37781v661	http://guba.eastmoney.com/news,zssh000001,1233996949.html	-1
5160	295297	就特么拉稀痛快。[看空]	股友t11p602895	http://guba.eastmoney.com/news,zssh000001,1233996742.html	-1
5161	295339	舅问你，今天卖出是何水平？	专买冒绿光的王多鱼	http://guba.eastmoney.com/news,zssh000001,1233964522.html	0
5162	295400	沉住气，待明显放量时再买入。	股友1093926mX2	http://guba.eastmoney.com/news,zssh000001,1233968220.html	0
5163	295407	西南证券涨停，超跌券商股全体反击！	夜F0VJ75	http://guba.eastmoney.com/news,zssh000001,1233962491.html	1
5164	295495	资金进来又要跑了！！	Minsy	http://guba.eastmoney.com/news,zssh000001,1233945630.html	-1
5165	295558	集结号吹响了，需要吹响冲锋号[握手]	行云里	http://guba.eastmoney.com/news,zssh000001,1233960459.html	0
5166	295630	兄弟们，我又要冲了，祝我好运好巧，[怒]	大道叁千	http://guba.eastmoney.com/news,zssh000001,1233941747.html	0
5167	295724	亏的只敢在论坛里骂骂街，股票账户根本不敢点开[旺柴]	我要好运气	http://guba.eastmoney.com/news,zssh000001,1233936659.html	0
5168	295885	连续缩量至16号，调整完毕会有一个小反弹	股友6308089p9z	http://guba.eastmoney.com/news,zssh000001,1233919692.html	0
5169	295972	大盘应该跌到2500左右	旧船票4	http://guba.eastmoney.com/news,zssh000001,1233911550.html	-1
5170	295998	内资头都不回	LLEe	http://guba.eastmoney.com/news,zssh000001,1233908830.html	-1
5171	296053	大盘会跌到哪？以前熊市遇到过节的期间，还会反弹一下，现在连反弹的信心都没了。以前	抄底之王A	http://guba.eastmoney.com/news,zssh000001,1234164312.html	-1
5172	296077	割了，受不了了	股友6Lj8Vo9	http://guba.eastmoney.com/news,zssh000001,1234159945.html	-1
5173	296078	板块和自选股策略已更新	好习惯终生受用	http://guba.eastmoney.com/news,zssh000001,1234159831.html	0
5174	296122	感冒药销售旺季来了，利好以岭药业、三九。	回本就不玩基金	http://guba.eastmoney.com/news,zssh000001,1234050156.html	1
5175	296152	大盘收十字星，就是有止跌希望	joejohn	http://guba.eastmoney.com/news,zssh000001,1234048350.html	0
5176	296195	真的好狠啊四周无底大阴线	西伯利亚小公主	http://guba.eastmoney.com/news,zssh000001,1233906852.html	-1
5177	296276	同花顺关闭发言功能了	jiwen19622849	http://guba.eastmoney.com/news,zssh000001,1233902755.html	0
5178	296365	关注龙星化工，明日大盘开始反攻	小股思维	http://guba.eastmoney.com/news,zssh000001,1233952362.html	1
5179	296417	都是做空的内资在砸，昨天三倍做空涨了九点多！今天不会让红的	股友XD16653759	http://guba.eastmoney.com/news,zssh000001,1233948327.html	-1
5180	296446	白酒可以买入：金徽酒	风雨同舟的张无忌	http://guba.eastmoney.com/news,zssh000001,1233891708.html	1
5181	296459	就是一个跷跷板至于为什么要拒绝哥哥给我推荐的长线慢牛股。今天再看。永远只做前期龙	兔兔爱吃鱼	http://guba.eastmoney.com/news,zssh000001,1233889566.html	0
5182	296462	今天破2900	穿过大海	http://guba.eastmoney.com/news,zssh000001,1233889531.html	-1
5183	296465	诱多跌到底得了	大圣齐天的花果山	http://guba.eastmoney.com/news,zssh000001,1233888525.html	-1
5184	296537	保留节目跳水表演即将开始	基民s5iXpw	http://guba.eastmoney.com/news,zssh000001,1233879712.html	-1
5185	296552	周线新低了，还会更低	新股发行666	http://guba.eastmoney.com/news,zssh000001,1233878549.html	-1
5186	296580	【内地美股化的代表型公司19——恒瑞医药】恒瑞医药从2001年至今，第1个十年，	Harry琛长期投资	http://guba.eastmoney.com/news,600276,1233875557.html	0
5187	296607	诱多，中午之前跳水，继续下杀[想一下]	来股市发财喽	http://guba.eastmoney.com/news,zssh000001,1233872315.html	-1
5188	296617	任何高开都躲不开爆跌收盘吗？我不信今天继续	降妖除魔射股托	http://guba.eastmoney.com/news,zssh000001,1233870837.html	0
5189	296690	到底了，抄底啊[色][色][色][色][色][色][色][色]	股友bftgs168	http://guba.eastmoney.com/news,zssh000001,1233857824.html	1
5190	296699	继续套路，高开高走半个小时后开始走低，下午跳水	新非鑫1969	http://guba.eastmoney.com/news,zssh000001,1233857586.html	-1
5191	296720	回踩搞	狼行天下	http://guba.eastmoney.com/news,zssh000001,1233856815.html	0
5192	296757	电子烟连续跳水，发生了什么[微笑][加油][滴汗][滴汗]	小司机2	http://guba.eastmoney.com/news,zssh000001,1233851128.html	-1
5193	296763	一直满仓，一直热泪盈眶[捂脸]	红烧牛肉盖浇饭	http://guba.eastmoney.com/news,zssh000001,1233850701.html	0
5194	296799	从此我心再无股票	股友P9zmfL58度	http://guba.eastmoney.com/news,zssh000001,1233924627.html	0
5195	296954	2800点保卫战马上打响！	牧心流原	http://guba.eastmoney.com/news,zssh000001,1233845092.html	-1
5196	297031	每次暴跌都在嚎叫被人做空，也不看看谁在做空	无常心	http://guba.eastmoney.com/news,zssh000001,1233837861.html	0
5197	297032	扩容十解禁十增发神仙都没招！	fhbj	http://guba.eastmoney.com/news,zssh000001,1233837626.html	-1
5198	297090	千载难逢的做空良机	大吉大利的韦小宝	http://guba.eastmoney.com/news,zssh000001,1233829045.html	0
5199	297098	都说是底部，主力却每天抛300亿，	明白的沈冬灵3	http://guba.eastmoney.com/news,zssh000001,1233828364.html	-1
5200	297170	#失守3000点，A股何去何从？#同志门，朋友冂，内弟安得捐偷们现在正式宣布:公	Xu5407	http://guba.eastmoney.com/news,zssh000001,1233797534.html	-1
5201	297182	明天2900以下见	股友6359065x2G	http://guba.eastmoney.com/news,zssh000001,1233795946.html	-1
5202	297225	周三跌破2865见底	一心只为发财	http://guba.eastmoney.com/news,zssh000001,1233789731.html	-1
5203	297283	大盘还有100个点的跌幅！	视觉001	http://guba.eastmoney.com/news,zssh000001,1233805809.html	-1
5204	297288	看多的帖子太多，2200不是底了	股友ceFpLq	http://guba.eastmoney.com/news,zssh000001,1233779702.html	-1
5205	297318	不用说了，明天反弹就跑。	股民突起	http://guba.eastmoney.com/news,zssh000001,1233777473.html	-1
5206	297378	别慌，当自强...（10-10）	心依旧_wang	http://guba.eastmoney.com/news,zssh000001,1233801206.html	0
5207	297470	明天情况不乐观，做空情绪还在	股友U20916179D	http://guba.eastmoney.com/news,zssh000001,1233813820.html	-1
5208	297536	珍爱生命远离股市	阡陌阩	http://guba.eastmoney.com/news,zssh000001,1233807632.html	0
5209	297594	我靠3000下了，厉害	百万_雄师	http://guba.eastmoney.com/news,zssh000001,1233735873.html	-1
5210	297600	成交额不突破八千亿以上不进场，进场就被打	安徽高大强	http://guba.eastmoney.com/news,zssh000001,1233735521.html	-1
5211	297614	瑞德大份额的拍卖股票，被撤销拍卖，里面有故事，值得期待	切过得果	http://guba.eastmoney.com/news,zssh000001,1233734567.html	0
5212	297702	等了好久，机会来了	我可以让你们高兴	http://guba.eastmoney.com/news,zssh000001,1233724061.html	0
5213	297741	操作得当熊市也照赚	家财积玉的潘乘风	http://guba.eastmoney.com/news,zssh000001,1233770784.html	0
5214	297825	说今天大涨的出来走两步。破2900是必然，到2800也在情理之中。谨慎比冲动好，	股友eZYNDf	http://guba.eastmoney.com/news,zssh000001,1233712522.html	-1
5215	297910	九天不吃面，一天吃九顿[哭]	年赚几个亿	http://guba.eastmoney.com/news,zssh000001,1233744219.html	0
5216	297989	还有一百多点新低，早日新低早日反弹，本周跌完可以吗	夢若神鸡	http://guba.eastmoney.com/news,zssh000001,1233719718.html	-1
5217	298011	其实好好的分析在买入，错误就会降低很多，人啊最大的敌人是自己，明明都看好了，可还	一剑封侯2023	http://guba.eastmoney.com/news,zssh000001,1233717833.html	0
5218	298065	中国企业今年在国内进行IPO占比90% 是逾20年来最高水平  10月10日,	野男人悟空	http://guba.eastmoney.com/news,zssh000001,1233690363.html	0
5219	298095	明天大笔资金要抄底进场了！	佛法无边观音大姐	http://guba.eastmoney.com/news,zssh000001,1233687141.html	1
5220	298156	今日方知我是我	克里斯希维斯	http://guba.eastmoney.com/news,zssh000001,1233704984.html	0
5221	298232	今天跌这么多基本没人能预测到吧，基本都认为会高开，没想到直接平开低走，大阴线	豆腐脑阔疼	http://guba.eastmoney.com/news,zssh000001,1233701013.html	-1
5222	298329	我今年后半年上来的，上来就给我拍那了[捂脸]	一夜暴富不是梦哈	http://guba.eastmoney.com/news,zssh000001,1233676050.html	0
5223	298442	请问内资，你们到底想干什么？今天北向资金是净流入的，这回怪不到北向资金了。虽然沪	爱玩短线的老韭菜	http://guba.eastmoney.com/news,zssh000001,1233669720.html	-1
5224	298511	前面说了，不要买进。今天大跌了。什么时候抄底？我的回答是不能抄底。等着吧。等着不	鹰秀科技	http://guba.eastmoney.com/news,zssh000001,1233666132.html	-1
5225	298514	恭喜节前跑路的，现在可以买了[赞]	招财广进得令狐冲	http://guba.eastmoney.com/news,zssh000001,1233666074.html	1
5226	298577	去旅游开开心心的，回来就要流眼泪	冲击板板板	http://guba.eastmoney.com/news,zssh000001,1233662668.html	-1
5227	298591	每月工资1400元，今天就亏2万多，日子怎么过？	股海无镜水	http://guba.eastmoney.com/news,zssh000001,1233658742.html	-1
5228	298661	看来尾盘有抄底和加的了？？	股友8335l562I8	http://guba.eastmoney.com/news,zssh000001,1233655672.html	0
5229	298758	这大盘是冲着2860去的哦[捂脸]	八菱股东	http://guba.eastmoney.com/news,zssh000001,1233932133.html	-1
5230	298832	泄，谁也挡不住，别扛，伤身伤钱	悟红尘wyt	http://guba.eastmoney.com/news,zssh000001,1233648269.html	-1
5231	298863	哎可怜了买基金的人。	一鸣惊人的黄药师	http://guba.eastmoney.com/news,zssh000001,1233647315.html	-1
5232	298899	贵州茅台	苍山派	http://guba.eastmoney.com/news,zssh000001,1233645832.html	0
5233	298962	我空仓5个月，不动如山岳。	大塔人	http://guba.eastmoney.com/news,zssh000001,1233660275.html	-1
5234	299010	明天还有一跌大盘会因上证50而止跌启稳	连山夜话	http://guba.eastmoney.com/news,zssh000001,1233644871.html	-1
5235	299054	不是石油房地产，今天2900都守不住	小波段5MA	http://guba.eastmoney.com/news,zssh000001,1233643125.html	-1
5236	299078	再多跌几个点，反正老子的已经跌停了！！！！	割肉要果断	http://guba.eastmoney.com/news,zssh000001,1233642629.html	-1
5237	299108	没有底啊[困顿]	沽名大师	http://guba.eastmoney.com/news,zssh000001,1233641716.html	-1
5238	299160	跌破3000点是预料之中，低点2800点	上世纪96老股民	http://guba.eastmoney.com/news,zssh000001,1233640291.html	-1
5239	299183	明天2800	在A没有牛市	http://guba.eastmoney.com/news,zssh000001,1233639556.html	-1
5240	299269	熊底们，跑跑跑，割割割	股海心佛	http://guba.eastmoney.com/news,zssh000001,1233637007.html	-1
5241	299441	加速跳水	吉普赛女孩	http://guba.eastmoney.com/news,zssh000001,1233631755.html	-1
5242	299534	#失守3000点，A股何去何从？#割肉了	遇见那个女孩	http://guba.eastmoney.com/news,zssh000001,1233671204.html	-1
5243	299544	沪指失守3000点，问题是都没有守！	股友28y217368U	http://guba.eastmoney.com/news,zssh000001,1233670557.html	-1
5244	299590	茅台不服不行啊，	zlgdmnz8888888	http://guba.eastmoney.com/news,zssh000001,1233627778.html	0
5245	299666	2000点跌到位	任学长	http://guba.eastmoney.com/news,zssh000001,1233630025.html	-1
5246	299719	随便跌	悦心健康老庄	http://guba.eastmoney.com/news,zssh000001,1233635919.html	-1
5247	299744	冲呀，向2800点进军	毛晨议	http://guba.eastmoney.com/news,zssh000001,1233635184.html	-1
5248	299834	底部到位了	斐然大展de向问天	http://guba.eastmoney.com/news,zssh000001,1233649678.html	0
5249	299899	都看空了，估计明天要大涨	卑微的爱	http://guba.eastmoney.com/news,zssh000001,1233625563.html	1
5250	299929	4000点牛市起点！悲哀！	Xsming	http://guba.eastmoney.com/news,zssh000001,1233624207.html	1
5251	299965	再见3000迎接2440	半百考霸养股发家	http://guba.eastmoney.com/news,zssh000001,1233620812.html	-1
5252	300003	继续！破2900......	江河jh	http://guba.eastmoney.com/news,zssh000001,1233619601.html	-1
5253	300052	不要慌吃点科技压压惊	好名字留给你们	http://guba.eastmoney.com/news,zssh000001,1233618606.html	-1
5254	300138	神奇2点半要来了	北極之北	http://guba.eastmoney.com/news,zssh000001,1233616439.html	-1
5255	300165	看到2700	股友3Z793t5186	http://guba.eastmoney.com/news,zssh000001,1233613861.html	-1
5256	300172	2988.18.顺子盘囗，10月中下旬阶段性底部，大胆做多！（会构筑小平台反弹）	ETF周线波段168	http://guba.eastmoney.com/news,zssh000001,1233615691.html	1
5257	300230	感觉距离底还很远	暮光之诚	http://guba.eastmoney.com/news,zssh000001,1233614764.html	-1
5258	300293	杀跌无量还要杀杀杀	鑫鑫7028113	http://guba.eastmoney.com/news,zssh000001,1233611491.html	-1
5259	300312	一浪更比一浪低	招财满堂得老夫子	http://guba.eastmoney.com/news,zssh000001,1233611089.html	-1
5260	300356	还是中国股市最大的祸根，茅台不倒，股市不好	只做波段的蚂蝗	http://guba.eastmoney.com/news,zssh000001,1233607344.html	-1
5261	300430	[卖出][卖出][卖出][卖出][卖出][卖出][卖出][卖出][卖出][卖出]	随风而过	http://guba.eastmoney.com/news,zssh000001,1233605059.html	-1
5262	300500	直接跌停算了！	基民WAS1mk	http://guba.eastmoney.com/news,zssh000001,1233603264.html	-1
5263	300537	不炒股不买房，打工挣钱存银行：买理财存银行，利息收益连年降	狼孑野心	http://guba.eastmoney.com/news,zssh000001,1233609082.html	0
5264	300549	大盘短观！	中华路十三笔	http://guba.eastmoney.com/news,zssh000001,1233608790.html	0
5265	300587	后四天都长吗	股票投资正能量	http://guba.eastmoney.com/news,zssh000001,1233607518.html	0
5266	300643	内资真是钱多，韭菜不停止。	韭菜a股只能投机	http://guba.eastmoney.com/news,zssh000001,1233599260.html	0
5267	300711	今天扭一下，明天直接死给你们看	金玉高升的怜星	http://guba.eastmoney.com/news,zssh000001,1233590786.html	-1
5268	300796	以前放假等开盘，开盘想放假，放假了，就不跌了，连续三个月，至少两个半月个人账户是	股友DRwmFm	http://guba.eastmoney.com/news,zssh000001,1233587752.html	0
5269	300864	没有事的，最多跌倒2600	股友MsGGfj	http://guba.eastmoney.com/news,zssh000001,1233597060.html	-1
5270	300955	2760	股友5LrUFQ	http://guba.eastmoney.com/news,zssh000001,1233583628.html	0
5271	301049	整个假期，专家都在说已经到底了，今天收盘，我看这些专家在咋说？3000也没保住	蜗牛般爬行	http://guba.eastmoney.com/news,zssh000001,1233621969.html	-1
5272	301096	水有多深，看看股市啊！	榔咯隆咚锵	http://guba.eastmoney.com/news,zssh000001,1233582169.html	-1
5273	301179	建议亏损少的，及时止损远离股市；不要抱任何幻想。	lb123111	http://guba.eastmoney.com/news,zssh000001,1233580564.html	-1
5274	301217	……	股友sS8HGp	http://guba.eastmoney.com/news,zssh000001,1233579674.html	0
5275	301282	今天没有二桶油拉指数跌40点	生财成金de风傲天	http://guba.eastmoney.com/news,zssh000001,1233577069.html	-1
5276	301378	破三千还有新底。	解了解5687	http://guba.eastmoney.com/news,zssh000001,1233578340.html	-1
5277	301403	做空就行	股友655w386x23	http://guba.eastmoney.com/news,zssh000001,1233576410.html	-1
5278	301422	什么玩意	农村庄稼汉	http://guba.eastmoney.com/news,zssh000001,1233576159.html	-1
5279	301440	融券的是不是赚到做梦都笑醒	随波逐流的耕夫	http://guba.eastmoney.com/news,zssh000001,1233575911.html	-1
5280	301518	破3000啦，发帖庆祝一下[胜利][胜利][胜利]	Notneil	http://guba.eastmoney.com/news,zssh000001,1233574408.html	-1
5281	301548	下半年在不涨点好多企业工资都发不起了	食龙市液	http://guba.eastmoney.com/news,zssh000001,1233574308.html	-1
5282	301598	破3000才是好事	流年liunian	http://guba.eastmoney.com/news,zssh000001,1233574917.html	-1
5283	301650	明天打2900保卫战咯[捂脸]	懂的很多地奥力给	http://guba.eastmoney.com/news,zssh000001,1233594593.html	-1
5284	301654	就今天的行情，我还赚钱有希望	财运民丰得紫薇	http://guba.eastmoney.com/news,zssh000001,1233594567.html	-1
5285	301673	机构与主力继续打压股市，A股大跌	谁在卖谁在买	http://guba.eastmoney.com/news,zssh000001,1233593983.html	-1
5286	301679	2450点见	天天快乐龙0725	http://guba.eastmoney.com/news,zssh000001,1233593842.html	-1
5287	301759	之前说了，不到2800千万别嘚瑟！	股友200616HC53	http://guba.eastmoney.com/news,zssh000001,1233572447.html	-1
5288	301774	破三，还怕在下破！！！！	股友rQ4s1L	http://guba.eastmoney.com/news,zssh000001,1233572276.html	-1
5289	301777	大资金不入场就继续观望	新猎人	http://guba.eastmoney.com/news,zssh000001,1233572190.html	-1
5290	301855	3000破是一定的	ok棒	http://guba.eastmoney.com/news,zssh000001,1233570556.html	-1
5291	301920	至少超过一半的股票已经跌破2500了。	股友665C90V356	http://guba.eastmoney.com/news,zssh000001,1233601634.html	-1
5292	301957	这是要干到2800的节奏啊	价值为道	http://guba.eastmoney.com/news,zssh000001,1233569619.html	-1
5293	302054	赶紧破了	按计划操作	http://guba.eastmoney.com/news,zssh000001,1233555041.html	-1
5294	302127	3000点保卫战？结果空头一来，多头都不抵抗，直接跑了。	开盘跌的股票不买	http://guba.eastmoney.com/news,zssh000001,1233586658.html	-1
5295	302158	今天全部割肉吧	此地有银六百两	http://guba.eastmoney.com/news,zssh000001,1233585600.html	-1
5296	302179	今天大盘低价低于昨日，跌势没有改变，散户还是看戏，等大资金吃饱后再说	接力王者	http://guba.eastmoney.com/news,zssh000001,1233542067.html	-1
5297	302191	亏的只剩下发帖刷存在感了	地球的逻辑	http://guba.eastmoney.com/news,zssh000001,1233541643.html	-1
5298	302258	行情没有那么坏还有1900多家上涨。继续干	永恒天	http://guba.eastmoney.com/news,zssh000001,1233536767.html	-1
5299	302317	这周2900	富可万贯地黄忠	http://guba.eastmoney.com/news,zssh000001,1233545623.html	0
5300	302366	我不炒股已经一年了，就连帐户都删了，现在看来是对的。三年之内不买一股。三年之后再	蚂蚁上葡萄树	http://guba.eastmoney.com/news,zssh000001,1233534307.html	-1
5301	302374	3000必破，股票无情无义	太阳能发电站	http://guba.eastmoney.com/news,zssh000001,1233533816.html	-1
5302	302447	c3浪4，三浪五跌破2800后可以抢个小反弹	年年满腹得陆尓豪	http://guba.eastmoney.com/news,zssh000001,1233528064.html	-1
